Feature,Coefficient,Abs_Coefficient
Respostas_P_Media,-7.0764114145718136,7.0764114145718136
F1107,-4.94591253657954,4.94591253657954
F0711,-2.121772762039927,2.121772762039927
F0709,-1.311758971827408,1.311758971827408
Tempo_Min,0.2405872488037243,0.2405872488037243
Likert_Score_Min,-0.10319969208167111,0.10319969208167111
F1105,-0.036643956037118605,0.036643956037118605
F0712,-0.0,0.0
F0710,-0.0,0.0
F0708,-0.0,0.0
