Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),F0299 - Explicação Tempo,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,T0499 - Explicação Tempo,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,TempoTotalExpl,Data/Hora Último,Target1,Target2,Target3,Idade_Anos,Likert_Score_Medio,Likert_Score_Std,Likert_Score_Min,Likert_Score_Max,Likert_Missing_Count,Tempo_Total,Tempo_Medio,Tempo_Std,Tempo_Min,Tempo_Max,Tem_Timeout,Performance_Score_Total,Performance_Score_Medio,Respostas_P_Media,Respostas_P_Std,Respostas_P_Missing,Quantidade_Total,Quantidade_Media,Razao_Sono,Razao_Q0413_Q0414,Hora_do_Dia,Dia_da_Semana,Fim_de_Semana,Consistencia_F07,Consistencia_F11
GAMZYV4R16Y0,1.0,0.0,0.47058823529411764,3.0,4.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,7.0,UNKNOWN,8.0,12.0,11.0,25.799,3.0,0.0,11.0,15.449,3.0,0.0,14.0,10.75,14.0,12.0,36.0,51.998,UNKNOWN,2.0,50.681,2.0,9.432,1.0,8.9,2.0,2.933,1.0,8.75,4.0,4.0,4.0,3.3,87.996,UNKNOWN,3.0,1.0,3.0,33.083,3.0,3.0,2.0,3,2.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,1.0,2.0,6.798,2.0,10.147,2.0,9.022,2.0,7.282,3.0,9.698,2.0,3.199,46.146,UNKNOWN,8.0,0.0,24.0,77.545,UNKNOWN,10.0,0.0,24.0,105.212,UNKNOWN,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,3.733,6.683,9.95,5.6,6.567,8.716,6.384,3.566,11.766,82.564,UNKNOWN,2025-04-09 10:57:54,30.769,28.571,74.286,67.58823529411765,3.4673529411764705,2.274743033322019,1.0,10.147,0,745.1179999999999,23.284937499999998,26.051916011436386,2.933,87.996,0,124.0,10.333333333333334,2.5625,1.75,0,15.0,2.5,1.499999250000375,1.1666665694444527,10.0,2.0,0,1.3944333775567928,3.072610218295095
4O1O78EP48J2,1.0,1.0,0.47058823529411764,1.0,2.0,F2C4A6,7.0,F0D45F,2.0,A01810,50505.0,210F0E,070303,0.0,UNKNOWN,19.0,34.0,0.0,71.596,7.0,20.0,7.0,40.449,7.0,7.0,10.0,16.832,33.0,61.0,17.0,128.877,UNKNOWN,4.0,3.599,2.0,8.249,3.0,7.45,3.0,10.316,3.0,6.35,4.0,5.433,3.0,2.249,43.646,UNKNOWN,3.0,1.0,1.0,14.5,2.0,3.0,2.0,3,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.7,4.0,4.4,2.0,4.0,3.0,3.6,2.0,4.3,4.0,1.8,22.8,UNKNOWN,1.0,0.0,24.0,69.813,UNKNOWN,1.0,0.0,24.0,125.161,UNKNOWN,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,3.899,3.133,7.034,4.767,7.032,4.149,4.85,5.815,4.316,67.031,UNKNOWN,2025-04-09 10:55:36,34.615,42.857,68.571,67.58823529411765,3.2411764705882353,0.8965620611043973,2.0,4.7,0,723.928,22.62275,29.851674323821168,1.8,128.877,0,222.0,18.5,3.4375,1.547847968417226,0,12.0,2.0,1.499999250000375,0.5409835976887934,10.0,2.0,0,0.6666666666666667,1.1525592640479956
O9OW1G2FZ1U8,1.0,1.0,0.35294117647058826,0.0,2.0,FFFFFF,10.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,3.0,0.0,16.0,19.482,5.0,0.0,9.0,31.349,3.0,3.0,14.0,23.565,11.0,3.0,39.0,74.396,UNKNOWN,1.0,12.283,2.0,23.699,4.0,2.916,2.0,7.75,4.0,1.667,4.0,12.116,1.0,5.3,65.731,UNKNOWN,0.0,0.0,1.0,27.332,2.0,2.0,1.0,1,5.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,0.0,3.8,4.0,3.3,1.0,3.6,1.0,2.7,4.0,2.7,4.0,3.0,19.1,UNKNOWN,5.0,0.0,24.0,118.445,UNKNOWN,19.0,0.0,1.0,300.0,12.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,8.034,4.851,14.715,7.949,5.851,14.766,16.983,12.666,11.534,123.179,UNKNOWN,2025-04-09 10:38:42,100.0,80.952,77.143,63.94117647058823,2.7705882352941176,1.8171972601654836,0.0,5.0,0,935.754,29.2423125,35.6619298280461,1.667,123.179,0,106.0,8.833333333333334,2.6875,1.778341924377874,0,6.0,1.0,1.9999980000020001,3.6666654444448517,10.0,2.0,0,2.0275875100994067,1.6766782637107216
U64M322YH07D,1.0,1.0,0.29411764705882354,3.0,2.0,F6D175,3.0,7E6832,1.0,FFFFFF,50505.0,000000,0C0B0A,5.0,UNKNOWN,11.0,12.0,8.0,48.781,6.0,12.0,8.0,52.114,6.0,5.0,11.0,35.282,23.0,29.0,27.0,136.177,UNKNOWN,2.0,6.449,3.0,24.166,3.0,11.549,2.0,24.665,1.0,30.566,4.0,10.532,2.0,8.567,116.494,UNKNOWN,1.0,1.0,0.0,34.765,1.0,1.0,2.0,1,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,9.196,2.0,4.512,1.0,3.213,2.0,1.248,2.0,8.194,2.0,5.946,32.309,UNKNOWN,0.0,0.0,24.0,74.678,UNKNOWN,3.0,0.0,24.0,170.925,UNKNOWN,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,6.9,9.549,10.316,9.933,13.915,10.367,9.832,13.167,7.682,114.695,UNKNOWN,2025-04-09 10:35:36,53.846,52.381,51.429,62.11764705882353,2.453411764705882,1.9461125050605221,1.0,9.196,0,1029.7069999999999,32.178343749999996,35.08868687511631,1.248,136.177,0,158.0,13.166666666666666,2.375,1.5864005379054391,0,6.0,1.0,0.499999750000125,0.7931034209274682,10.0,2.0,0,0.7071067811865476,2.742936434865796
PU3LN62VZBVM,1.0,1.0,0.29411764705882354,1.0,2.0,D3AC5E,3.0,88724B,1.0,FFFFFF,50505.0,4158CE,414ACE,0.0,UNKNOWN,3.0,0.0,16.0,14.899,0.0,3.0,14.0,13.366,3.0,0.0,14.0,10.883,6.0,3.0,44.0,39.148,UNKNOWN,2.0,7.233,3.0,9.833,2.0,7.616,2.0,28.849,3.0,8.133,4.0,10.999,1.0,9.733,82.396,UNKNOWN,2.0,1.0,1.0,29.832,1.0,4.0,2.0,3,4.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,7.065,2.0,3.864,2.0,5.33,4.0,22.113,2.0,5.277,2.0,9.58,53.229,UNKNOWN,1.0,0.0,24.0,83.563,UNKNOWN,19.0,0.0,1.0,300.0,10.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.783,9.417,5.883,6.45,7.5,8.816,6.733,11.366,4.833,95.978,UNKNOWN,2025-04-09 10:30:28,19.231,71.429,48.571,62.11764705882353,3.231117647058823,1.4000593684891072,2.0,7.065,0,754.002,23.5625625,26.219758153134652,4.833,95.978,0,106.0,8.833333333333334,2.625,1.6683325008322931,0,11.0,1.8333333333333333,1.9999990000005,1.9999993333335555,10.0,2.0,0,1.0,1.819059445938242
5J9SAPZNIT5R,4.0,0.0,0.47058823529411764,2.0,4.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,19.0,34.0,0.0,61.765,1.0,7.0,13.0,17.531,0.0,0.0,17.0,2.084,20.0,41.0,30.0,81.38,UNKNOWN,4.0,3.233,3.0,22.449,4.0,22.849,3.0,39.515,1.0,21.732,4.0,17.833,2.0,17.882,145.493,UNKNOWN,2.0,1.0,3.0,56.012,1.0,3.0,2.0,4,4.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,14.7,2.0,21.2,3.0,3.0,3.0,12.1,2.0,43.1,3.0,7.0,101.1,UNKNOWN,0.0,0.0,24.0,40.665,UNKNOWN,0.0,0.0,24.0,104.779,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.334,9.983,7.815,7.317,28.399,19.415,5.533,14.466,45.165,166.759,UNKNOWN,2025-04-09 10:23:45,7.692,9.524,80.0,67.58823529411765,4.935294117647059,5.132365582320518,2.0,21.2,0,1124.125,35.12890625,40.66971364649254,2.084,166.759,0,182.0,15.166666666666666,3.875,1.4548768561863463,0,12.0,2.0,1.499999250000375,0.48780486615110086,10.0,2.0,0,1.118033988749895,7.3744612394010565
2X3I3PXD7BMX,3.0,0.0,0.35294117647058826,2.0,3.0,D8995B,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,2.0,UNKNOWN,6.0,2.0,13.0,60.748,2.0,1.0,12.0,8.433,0.0,0.0,17.0,6.982,8.0,3.0,42.0,76.163,UNKNOWN,3.0,17.765,4.0,18.182,4.0,5.467,4.0,17.082,1.0,5.95,3.0,8.766,3.0,3.75,76.962,UNKNOWN,1.0,1.0,3.0,42.964,2.0,3.0,2.0,5,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,6.249,3.0,2.283,4.0,11.516,3.0,1.983,3.0,3.166,2.0,3.583,28.78,UNKNOWN,1.0,0.0,24.0,67.13,UNKNOWN,5.0,0.0,24.0,184.124,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,3.966,5.217,10.616,6.999,5.049,5.9,8.283,9.516,4.917,82.728,UNKNOWN,2025-04-09 10:19:50,38.462,52.381,2.857,63.94117647058823,3.325411764705882,1.2316125638174293,1.0,6.249,0,702.2629999999999,21.945718749999997,25.45086025700453,1.983,82.728,0,106.0,8.833333333333334,3.6875,1.5370426148939398,0,12.0,2.0,1.499999250000375,2.666665777778074,10.0,2.0,0,1.130388330520878,1.4028904854926183
3MXK2K8T4HMV,1.0,0.0,0.47058823529411764,2.0,3.0,FFFFFF,11.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,2.0,1.0,17.0,29.342,1.0,2.0,13.0,25.816,1.0,2.0,16.0,14.166,4.0,5.0,46.0,69.324,UNKNOWN,4.0,5.999,3.0,21.182,2.0,16.183,4.0,11.299,3.0,13.466,4.0,8.484,2.0,9.665,86.278,UNKNOWN,2.0,1.0,1.0,25.849,1.0,2.0,2.0,5,4.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,1.0,3.0,7.3,3.0,7.8,3.0,4.4,3.0,2.6,2.0,1.6,3.0,4.6,28.3,UNKNOWN,0.0,0.0,24.0,57.38,UNKNOWN,1.0,0.0,24.0,197.724,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.067,21.283,8.882,9.867,6.083,8.083,6.384,14.499,5.517,108.779,UNKNOWN,2025-04-09 10:06:21,38.462,71.429,97.143,67.58823529411765,3.6529411764705877,1.7371376050340772,1.0,7.8,0,838.4110000000001,26.200343750000002,29.48170213015062,1.6,108.779,0,110.0,9.166666666666666,4.1875,1.1086778913041726,0,9.0,1.5,0.99999950000025,0.799999840000032,10.0,2.0,0,1.224744871391589,2.214521876807078
OGLK34F4Z6YX,3.0,1.0,0.47058823529411764,2.0,2.0,FFFFFF,13.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,4.0,UNKNOWN,3.0,0.0,16.0,16.833,3.0,0.0,11.0,7.217,3.0,0.0,14.0,8.499,9.0,0.0,41.0,32.549,UNKNOWN,3.0,5.799,2.0,4.333,2.0,5.55,2.0,49.915,2.0,8.783,2.0,15.715,3.0,5.217,95.312,UNKNOWN,1.0,1.0,2.0,22.583,3.0,1.0,3.0,3,2.0,1.0,2.0,2.0,5.0,4.0,2.0,5.0,3.0,3.0,11.599,2.0,7.749,2.0,6.498,4.0,5.533,2.0,6.715,4.0,12.266,50.36,UNKNOWN,2.0,0.0,24.0,77.53,UNKNOWN,4.0,0.0,24.0,155.543,UNKNOWN,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,4.717,7.234,5.467,3.933,11.282,5.534,3.95,7.067,4.517,76.88,UNKNOWN,2025-04-09 10:00:42,42.308,47.619,20.0,67.58823529411765,3.6675294117647064,2.6329721589310213,1.0,11.599,0,677.7149999999999,21.178593749999997,24.875000890075356,3.933,95.312,0,100.0,8.333333333333334,2.5625,1.5903353943953669,0,11.0,1.8333333333333333,0.33333322222225925,9000000.0,10.0,2.0,0,1.4529663145135578,3.4317147733624784
KNGMQB9M9XXS,3.0,0.0,0.47058823529411764,2.0,5.0,5E3131,12.0,020000,2.0,FFFFFF,393737.0,D9D9D9,2F2F2F,5.0,UNKNOWN,19.0,0.0,0.0,66.33,14.0,0.0,0.0,49.064,15.0,0.0,2.0,32.982,48.0,0.0,2.0,148.376,UNKNOWN,4.0,27.582,4.0,7.4,4.0,23.748,3.0,6.051,1.0,8.549,4.0,3.8,4.0,11.182,88.312,UNKNOWN,2.0,2.0,2.0,19.067,2.0,3.0,2.0,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,6.4,4.0,1.266,4.0,1.633,3.0,1.016,3.0,4.283,3.0,4.099,18.697,UNKNOWN,0.0,0.0,24.0,42.534,UNKNOWN,1.0,0.0,24.0,99.068,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.633,5.7,11.083,5.65,5.75,5.567,11.816,8.25,5.716,86.632,UNKNOWN,2025-04-09 09:57:45,3.846,0.0,77.143,67.58823529411765,4.039176470588235,1.418816947111841,1.0,6.4,0,795.491,24.85909375,34.12481502004396,0.0,148.376,0,100.0,8.333333333333334,4.3125,1.0781929326423914,0,13.0,2.1666666666666665,1.499999250000375,48000000.0,9.0,2.0,0,1.3333333333333335,1.4562825226288634
LQ228WDPUPZD,1.0,0.0,0.47058823529411764,2.0,4.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,1.0,UNKNOWN,2.0,3.0,17.0,12.185,1.0,1.0,13.0,8.016,0.0,3.0,17.0,11.7,3.0,7.0,47.0,31.901,UNKNOWN,2.0,18.449,3.0,27.316,4.0,6.115,4.0,4.217,4.0,3.733,4.0,3.533,4.0,26.616,89.979,UNKNOWN,2.0,2.0,3.0,17.299,1.0,3.0,2.0,5,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.6,3.0,2.7,4.0,1.3,3.0,0.8,3.0,16.2,3.0,2.2,26.8,UNKNOWN,0.0,0.0,24.0,62.664,UNKNOWN,2.0,0.0,24.0,97.212,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.684,3.116,3.116,3.367,4.482,4.75,4.917,6.749,2.55,56.898,UNKNOWN,2025-04-09 09:49:33,0.0,14.286,85.714,67.58823529411765,3.900000000000001,0.854400374531753,2.7,5.0,0,563.652,17.614125,23.807626527797705,0.0,89.979,0,114.0,9.5,4.375,0.8850612031567836,0,13.0,2.1666666666666665,1.499999250000375,0.4285713673469475,9.0,2.0,0,0.7264831572567788,0.5055054048036621
Z4VATWY848LB,1.0,1.0,0.5294117647058824,0.0,0.0,FFFFFF,3.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,2.0,UNKNOWN,18.0,15.0,1.0,80.446,6.0,20.0,8.0,53.514,0.0,2.0,17.0,10.433,24.0,37.0,26.0,144.393,UNKNOWN,2.0,7.232,3.0,13.767,1.0,23.348,2.0,13.916,1.0,8.9,3.0,5.933,1.0,5.433,78.529,UNKNOWN,1.0,2.0,1.0,26.032,2.0,4.0,3.0,2,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,7.715,1.0,5.85,3.0,4.484,0.0,1.95,4.0,5.133,2.0,5.45,30.582,UNKNOWN,0.0,0.0,24.0,41.998,UNKNOWN,0.0,0.0,24.0,87.828,UNKNOWN,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,6.299,9.599,11.35,7.933,12.332,7.583,9.066,7.9,8.617,102.444,UNKNOWN,2025-04-09 09:47:05,61.538,90.476,82.857,69.41176470588235,2.915588235294118,2.1970519184472956,0.0,7.715,0,979.467,30.60834375,36.432256695273246,1.95,144.393,0,174.0,14.5,1.875,1.408308678285174,0,13.0,2.1666666666666665,1.333332888889037,0.6486486311176046,9.0,2.0,0,1.9436506316151003,2.5222246947316735
UQZKBNNGD4IP,0.0,1.0,0.47058823529411764,0.0,1.0,FFFFFF,2.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,2.0,UNKNOWN,4.0,0.0,15.0,32.415,3.0,0.0,11.0,7.05,3.0,0.0,14.0,20.132,10.0,0.0,40.0,59.597,UNKNOWN,4.0,5.065,3.0,9.883,1.0,8.666,4.0,4.067,4.0,29.148,4.0,5.55,3.0,1.883,64.262,UNKNOWN,2.0,1.0,1.0,13.615,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,1.381,2.0,2.949,2.0,1.798,3.0,1.783,2.0,3.849,4.0,3.016,14.776,UNKNOWN,0.0,0.0,24.0,36.63,UNKNOWN,8.0,0.0,24.0,107.962,UNKNOWN,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,4.083,4.4,9.216,3.666,5.283,9.566,8.483,8.783,7.383,87.495,UNKNOWN,2025-04-09 09:46:06,53.846,61.905,80.0,67.58823529411765,3.607647058823529,1.4651528905363627,1.0,5.0,0,667.294,20.8529375,25.010468651936854,1.783,87.495,0,100.0,8.333333333333334,3.75,1.5275252316519468,0,10.0,1.6666666666666667,1.499999250000375,10000000.0,9.0,2.0,0,1.3333333333333335,0.9807176308339579
SY13G0D0IMZG,0.0,0.0,0.5294117647058824,2.0,3.0,EBA663,8.0,575757,2.0,7E63EB,50505.0,126346,63EB8F,5.0,UNKNOWN,10.0,0.0,9.0,74.063,4.0,0.0,10.0,52.081,4.0,0.0,13.0,21.299,18.0,0.0,32.0,147.443,UNKNOWN,1.0,28.648,3.0,12.199,2.0,22.466,4.0,27.215,4.0,8.467,4.0,4.483,2.0,7.583,111.061,UNKNOWN,2.0,0.0,2.0,20.831,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.9,4.0,3.4,4.0,4.1,4.0,6.2,3.0,3.2,3.0,3.7,21.5,UNKNOWN,3.0,0.0,24.0,81.048,UNKNOWN,2.0,0.0,24.0,202.992,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.08,5.766,11.799,6.016,9.584,10.798,10.982,10.749,6.649,103.828,UNKNOWN,2025-03-09 12:15:27,11.538,4.762,71.429,69.41176470588235,4.194117647058824,1.1272037239532688,0.9,5.0,0,927.567,28.98646875,37.03503614581161,3.2,147.443,0,100.0,8.333333333333334,4.0625,1.3400870618483463,0,10.0,1.6666666666666667,1.499999250000375,18000000.0,12.0,6.0,1,0.0,1.0629305850202209
4GDRX9AMHQL6,1.0,0.0,0.4117647058823529,2.0,2.0,CDBC25,8.0,FFFFFF,2.0,66E5D5,50505.0,479E93,0FC1B4,0.0,UNKNOWN,10.0,2.0,9.0,110.451,5.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,15.0,2.0,35.0,110.451,1.0,4.0,25.565,3.0,12.858,3.0,9.234,3.0,14.382,3.0,8.958,4.0,8.266,3.0,9.183,19.565,2.0,1.0,1.0,1.0,20.716,2.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,8.9,4.0,4.0,3.0,9.9,4.0,8.3,3.0,5.3,3.0,5.1,41.5,UNKNOWN,0.0,0.0,24.0,37.698,UNKNOWN,0.0,0.0,24.0,83.629,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.166,7.949,13.683,7.966,15.132,8.382,10.099,8.481,10.983,127.56,UNKNOWN,2025-03-09 12:10:21,3.846,9.524,85.714,65.76470588235294,4.405882352941177,1.5249879459504325,2.0,8.9,0,719.0310000000001,27.655038461538464,36.989465225094314,0.0,127.56,0,104.0,8.666666666666666,4.9,0.3162277660168379,6,10.0,1.6666666666666667,1.499999250000375,7.499996250001875,12.0,6.0,1,1.0,1.9967384119394023
MJOAX41BB9R4,1.0,1.0,0.47058823529411764,3.0,2.0,FFFFFF,3.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,21.998,3.0,0.0,11.0,11.85,3.0,0.0,14.0,11.533,9.0,0.0,41.0,45.381,UNKNOWN,2.0,6.983,2.0,21.666,2.0,1.6,2.0,2.8,1.0,4.983,4.0,27.899,1.0,12.15,78.081,UNKNOWN,1.0,0.0,1.0,21.498,1.0,1.0,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.5,2.0,4.6,1.0,7.1,1.0,4.5,1.0,8.2,1.0,3.7,36.6,UNKNOWN,0.0,0.0,24.0,49.714,UNKNOWN,1.0,0.0,24.0,92.196,UNKNOWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.75,3.533,9.733,4.7,4.832,5.283,5.632,6.815,8.366,80.263,UNKNOWN,2025-03-09 12:10:08,84.615,80.952,25.714,67.58823529411765,1.8294117647058825,1.9766653440461135,1.0,8.5,0,703.424,21.982,25.729672760979625,1.6,84.615,0,100.0,8.333333333333334,1.4375,0.8139410298049853,0,7.0,1.1666666666666667,0.33333322222225925,9000000.0,12.0,6.0,1,0.6666666666666667,2.7231481256600256
LXHMU1RETTKU,1.0,0.0,0.4117647058823529,3.0,3.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,2.0,UNKNOWN,2.0,2.0,17.0,29.766,1.0,2.0,13.0,10.45,1.0,2.0,16.0,6.399,4.0,6.0,46.0,46.615,UNKNOWN,2.0,22.733,4.0,13.333,4.0,4.617,2.0,9.983,3.0,6.483,3.0,22.832,4.0,8.449,88.43,UNKNOWN,1.0,1.0,1.0,22.4,2.0,3.0,2.0,5,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,2.0,6.914,3.0,0.916,4.0,3.228,3.0,2.08,3.0,2.949,4.0,1.964,18.051,UNKNOWN,2.0,0.0,24.0,81.364,UNKNOWN,23.0,0.0,13.0,300.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.751,4.934,10.418,7.468,7.384,6.517,7.317,9.384,4.635,86.646,UNKNOWN,2025-03-09 12:02:47,23.077,33.333,82.857,65.76470588235294,3.813529411764706,1.5494220744219058,0.916,6.914,0,690.847,21.58896875,26.352027245863532,1.964,88.43,0,112.0,9.333333333333334,4.1875,1.1086778913041726,0,10.0,1.6666666666666667,1.499999250000375,0.6666665555555741,12.0,6.0,1,1.3017082793177759,1.7591125806578076
2UIGTV7N9MCK,1.0,0.0,0.5294117647058824,4.0,3.0,FFFFFF,11.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,18.0,1.0,1.0,45.142,8.0,0.0,6.0,27.295,16.0,2.0,1.0,56.899,42.0,3.0,8.0,129.336,UNKNOWN,2.0,6.473,2.0,12.661,1.0,12.008,2.0,10.37,2.0,11.406,4.0,10.688,1.0,7.643,71.249,UNKNOWN,1.0,1.0,1.0,57.417,1.0,2.0,1.0,4,3.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,2.739,2.0,1.7,1.0,2.5,0.0,1.1,2.0,2.2,2.0,2.2,12.439,UNKNOWN,0.0,0.0,24.0,44.556,UNKNOWN,0.0,0.0,24.0,98.812,UNKNOWN,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,8.078,6.021,35.875,8.898,10.989,8.178,5.67,13.831,9.684,134.571,UNKNOWN,2025-03-09 11:56:01,23.077,23.81,37.143,69.41176470588235,2.0258235294117646,1.1353629505192444,0.0,5.0,0,849.4069999999999,26.543968749999998,33.14161919408048,1.1,134.571,0,106.0,8.833333333333334,2.4375,1.7114808402861736,0,7.0,1.1666666666666667,1.9999980000020001,13.999995333334889,11.0,6.0,1,1.2360330811826106,0.84945620209974
GRTQ2TAZ26HP,3.0,0.0,0.47058823529411764,3.0,5.0,BEB0B0,14.0,191111,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,6.0,UNKNOWN,3.0,1.0,16.0,21.984,3.0,0.0,11.0,14.765,2.0,1.0,15.0,17.983,8.0,2.0,42.0,54.732,UNKNOWN,2.0,17.749,1.0,12.152,1.0,10.483,2.0,28.598,2.0,25.582,1.0,10.485,2.0,9.583,114.632,UNKNOWN,3.0,1.0,2.0,30.599,3.0,4.0,3.0,3,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,5.2,1.0,6.6,2.0,4.8,1.0,5.1,1.0,5.2,2.0,7.4,34.3,UNKNOWN,0.0,0.0,24.0,48.182,UNKNOWN,8.0,0.0,24.0,165.728,UNKNOWN,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,8.95,6.85,12.2,7.799,4.7,4.5,5.998,7.182,7.099,87.698,UNKNOWN,2025-03-09 11:55:54,50.0,61.905,48.571,67.58823529411765,2.341176470588235,1.5696571375341066,1.0,6.6,0,787.761,24.61753125,26.322520312688436,4.5,114.632,0,104.0,8.666666666666666,3.0,1.8618986725025255,0,16.0,2.6666666666666665,1.333332888889037,3.999998000001,11.0,6.0,1,0.8333333333333334,2.19072721128983
